name,id,class,bodyweight,weight_class,squat,bench,deadlift,total,place,wilks,comp,location,year,nameLower,date,compId,resultId
Clare O'Donoghue,128,F-O,57,57,92.5,50,112.5,255,2,295.9,May Open 2017,,2017,clare o'donoghue,27/05/2017,10,939
Eva Lomasney,250,F-O,63,63,85,47.5,115,247.5,6,265.8,May Open 2017,,2017,eva lomasney,27/05/2017,10,940
Sarah Hayden,569,F-G,57.8,63,82.5,47.5,115,245,G,281.21,May Open 2017,,2017,sarah hayden,27/05/2017,10,941
April Dardis,59,F-O,56.2,57,85,47.5,110,242.5,3,284.53,May Open 2017,,2017,april dardis,27/05/2017,10,942
Lisa Towell,418,F-O,62.7,63,85,47.5,110,242.5,7,261.38,May Open 2017,,2017,lisa towell,27/05/2017,10,943
Ciara Reynolds,113,F-O,71.2,72,87.5,50,105,242.5,6,238.47,May Open 2017,,2017,ciara reynolds,27/05/2017,10,944
Emma Keyes,234,F-O,61.6,63,90,42.5,102.5,235,8,256.74,May Open 2017,,2017,emma keyes,27/05/2017,10,945
Laura Cooley,395,F-O,58.3,63,77.5,50,95,222.5,9,253.67,May Open 2017,,2017,laura cooley,27/05/2017,10,946
Cliona Wrenne,130,F-O,61.7,63,70,40,110,220,10,240.05,May Open 2017,,2017,cliona wrenne,27/05/2017,10,947
Rebecca Kidney,535,F-O,74.2,84,75,35,110,220,7,210.56,May Open 2017,,2017,rebecca kidney,27/05/2017,10,948
Urszula Pfister,660,F-O,83.9,84,70,50,100,220,8,196.3,May Open 2017,,2017,urszula pfister,27/05/2017,10,949
Rachel Knight,532,F-O,62,63,75,45,97.5,217.5,11,236.45,May Open 2017,,2017,rachel knight,27/05/2017,10,950
Nicola Cogley,490,F-G,75,84,77.5,45,92.5,215,G,204.39,May Open 2017,,2017,nicola cogley,27/05/2017,10,951
Martina Hanniffy,454,F-O,53.4,57,77.5,37.5,90,205,4,250.34,May Open 2017,,2017,martina hanniffy,27/05/2017,10,952
Amanda Dunlea,33,F-O,60.6,63,62.5,35,100,197.5,12,218.5,May Open 2017,,2017,amanda dunlea,27/05/2017,10,953
Monika Laskowska,482,F-O,51.2,52,67.5,40,87.5,195,1,246.01,May Open 2017,,2017,monika laskowska,27/05/2017,10,954
Elaine O'Sullivan,223,F-G,67.6,72,40,45,97.5,182.5,G,186.07,May Open 2017,,2017,elaine o'sullivan,27/05/2017,10,955
Trisha O'Dowd,657,F-O,52,52,52.5,37.5,80,170,2,211.93,May Open 2017,,2017,trisha o'dowd,27/05/2017,10,956
Arthur Lynch,60,M-O,91.51,93,255,177.5,302.5,735,11,465.33,5th World Classic Championships 2017,Minsk,2017,arthur lynch,15/06/2017,1,957
Barry Kane,64,M-JR,100.97,105,250,175,277.5,702.5,11,425.93,5th World Classic Championships 2017,Minsk,2017,barry kane,15/06/2017,1,958
Sean Ryan,589,M-O,82.37,83,237.5,155,282.5,675,16,452.72,5th World Classic Championships 2017,Minsk,2017,sean ryan,15/06/2017,1,959
Kenneth Nwaezeigwe,381,M-JR,91.31,93,250,145,265,660,12,418.31,5th World Classic Championships 2017,Minsk,2017,kenneth nwaezeigwe,15/06/2017,1,960
Colin Eustace,135,M-JR,84.73,93,235,135,282.5,652.5,13,430.32,5th World Classic Championships 2017,Minsk,2017,colin eustace,15/06/2017,1,961
Adam Keane,6,M-O,82.7,83,250,130,270,650,23,434.79,5th World Classic Championships 2017,Minsk,2017,adam keane,15/06/2017,1,962
William Clarke,667,M-JR,80.85,83,242.5,162.5,240,645,13,437.5,5th World Classic Championships 2017,Minsk,2017,william clarke,15/06/2017,1,963
John O'Dwyer,355,M-M3,130.24,120+,212.5,167.5,217.5,597.5,3,337.83,5th World Classic Championships 2017,Minsk,2017,john o'dwyer,15/06/2017,1,964
John Maguire,353,M-M3,123.07,120+,200,140,242.5,582.5,5,333.02,5th World Classic Championships 2017,Minsk,2017,john maguire,15/06/2017,1,965
Michael Kiely,468,M-SJR,81.88,83,185,122.5,222.5,530,7,356.69,5th World Classic Championships 2017,Minsk,2017,michael kiely,15/06/2017,1,966
Paul McLaren,515,M-M1,64.6,66,155,85,215,455,6,363.68,5th World Classic Championships 2017,Minsk,2017,paul mclaren,15/06/2017,1,967
Dylan Potter,218,M-SJR,58.5,59,152.5,110,175,437.5,6,381.98,5th World Classic Championships 2017,Minsk,2017,dylan potter,15/06/2017,1,968
Louise Millar,426,F-O,70.28,72,165,92.5,175,432.5,11,429.08,5th World Classic Championships 2017,Minsk,2017,louise millar,15/06/2017,1,969
Leslie Hoare,408,F-O,82.56,84,145,90,182.5,417.5,8,375.58,5th World Classic Championships 2017,Minsk,2017,leslie hoare,15/06/2017,1,970
Louise Kenna,425,F-O,71.58,72,142.5,85,167.5,395,17,387.06,5th World Classic Championships 2017,Minsk,2017,louise kenna,15/06/2017,1,971
Gabrielle Ervine,261,F-O,62.45,63,137.5,87.5,165,390,9,421.63,5th World Classic Championships 2017,Minsk,2017,gabrielle ervine,15/06/2017,1,972
Karen Barry,365,F-M2,70.31,72,145,85,160,390,2,386.8,5th World Classic Championships 2017,Minsk,2017,karen barry,15/06/2017,1,973
Helen Twomey,290,F-M2,70.37,72,127.5,72.5,172.5,372.5,3,369.22,5th World Classic Championships 2017,Minsk,2017,helen twomey,15/06/2017,1,974
Hazel Hu,288,F-O,50.91,52,135,77.5,155,367.5,6,465.66,5th World Classic Championships 2017,Minsk,2017,hazel hu,15/06/2017,1,975
Abigail Cronin,3,F-JR,61.86,63,122.5,77.5,150,350,11,381.15,5th World Classic Championships 2017,Minsk,2017,abigail cronin,15/06/2017,1,976
Suzanne Gray,632,F-JR,70.23,72,125,72.5,152.5,350,10,347.41,5th World Classic Championships 2017,Minsk,2017,suzanne gray,15/06/2017,1,977
Anna Hourihane,52,F-JR,50.84,52,125,75,145,345,9,437.6,5th World Classic Championships 2017,Minsk,2017,anna hourihane,15/06/2017,1,978
Carrie Carmichael,91,F-JR,67.37,72,130,55,160,345,11,352.59,5th World Classic Championships 2017,Minsk,2017,carrie carmichael,15/06/2017,1,979
Aoife O'Sullivan,57,F-JR,62.05,63,120,60,162.5,342.5,13,372.09,5th World Classic Championships 2017,Minsk,2017,aoife o'sullivan,15/06/2017,1,980
Barry Pigott,66,M-O,92.8,93,280,215,292.5,787.5,1,495.21,National Championships 2017,Belfast,2017,barry pigott,29/07/2017,13,981
Arthur Lynch,60,M-O,91.6,93,257.5,180,307.5,745,2,471.44,National Championships 2017,Belfast,2017,arthur lynch,29/07/2017,13,982
Colin Power,136,M-O,114.6,120,272.5,175,285,732.5,1,426.02,National Championships 2017,Belfast,2017,colin power,29/07/2017,13,983
Sean Crowe,580,M-O,135.5,120+,250,150,318,718,1,403.26,National Championships 2017,Belfast,2017,sean crowe,29/07/2017,13,984
Michael Bruce,464,M-O,103.6,105,270,165,270,705,1,423.3,National Championships 2017,Belfast,2017,michael bruce,29/07/2017,13,985
Marc Galligan,437,M-O,99.2,105,265,157.5,275,697.5,2,425.87,National Championships 2017,Belfast,2017,marc galligan,29/07/2017,13,986
Robert Newman,547,M-O,134.5,120+,260,167.5,265,692.5,2,389.4,National Championships 2017,Belfast,2017,robert newman,29/07/2017,13,987
Stephen Casey,617,M-O,91.2,93,237.5,157.5,292.5,687.5,3,435.99,National Championships 2017,Belfast,2017,stephen casey,29/07/2017,13,988
Eoin O'Leary,241,M-O,126,120+,260,160,265,685,3,389.72,National Championships 2017,Belfast,2017,eoin o'leary,29/07/2017,13,989
James Hanley,317,M-O,101.2,105,250,162.5,267.5,680,3,411.9,National Championships 2017,Belfast,2017,james hanley,29/07/2017,13,990
Kenneth Nwaezeigwe,381,M-O,93,93,252.5,147.5,272.5,672.5,4,422.46,National Championships 2017,Belfast,2017,kenneth nwaezeigwe,29/07/2017,13,991
Adam Keane,6,M-O,83,83,255.5,132.5,275,663,1,442.55,National Championships 2017,Belfast,2017,adam keane,29/07/2017,13,992
Derrie Sutton,208,M-O,101.4,105,230,150,275,655,4,396.46,National Championships 2017,Belfast,2017,derrie sutton,29/07/2017,13,993
Kieran Larkin,389,M-O,119.8,120,207.5,130,310,647.5,2,372.41,National Championships 2017,Belfast,2017,kieran larkin,29/07/2017,13,994
Colin Eustace,135,M-O,82.8,83,230,132.5,280,642.5,2,429.48,National Championships 2017,Belfast,2017,colin eustace,29/07/2017,13,995
Scott Dean,574,M-O,91.6,93,240,130,265,635,5,401.83,National Championships 2017,Belfast,2017,scott dean,29/07/2017,13,996
Dave Worrall,190,M-O,119,120,235,155,245,635,3,365.8,National Championships 2017,Belfast,2017,dave worrall,29/07/2017,13,997
Graham Norton,282,M-O,91.2,93,222.5,145,260,627.5,6,397.94,National Championships 2017,Belfast,2017,graham norton,29/07/2017,13,998
Mark Comiskey,442,M-O,82,83,227.5,150,247.5,625,3,420.23,National Championships 2017,Belfast,2017,mark comiskey,29/07/2017,13,999
Matthew Henry,459,M-O,82.6,83,240,130,255,625,4,418.39,National Championships 2017,Belfast,2017,matthew henry,29/07/2017,13,1000
Shane Corbett,592,M-O,90.2,93,227.5,135,262.5,625,7,398.55,National Championships 2017,Belfast,2017,shane corbett,29/07/2017,13,1001
Stephen Cusack,618,M-O,92.2,93,220,135,270,625,8,394.25,National Championships 2017,Belfast,2017,stephen cusack,29/07/2017,13,1002
Luke Curran,432,M-O,96.8,105,232.5,137.5,245,615,5,379.38,National Championships 2017,Belfast,2017,luke curran,29/07/2017,13,1003
Daniel McHugh,169,M-O,100.8,105,220,145,245,610,6,370.07,National Championships 2017,Belfast,2017,daniel mchugh,29/07/2017,13,1004
Simon Standbridge,608,M-O,92.8,93,230,127.5,242.5,600,9,377.3,National Championships 2017,Belfast,2017,simon standbridge,29/07/2017,13,1005
Jonny Gardner,361,M-O,82.2,83,192.5,147.5,252.5,592.5,5,397.79,National Championships 2017,Belfast,2017,jonny gardner,29/07/2017,13,1006
Adam Santorelli,8,M-O,82.6,83,195,163,230,588,6,393.62,National Championships 2017,Belfast,2017,adam santorelli,29/07/2017,13,1007
Jackie Doherty,311,M-O,81,83,215,110,255,580,7,392.91,National Championships 2017,Belfast,2017,jackie doherty,29/07/2017,13,1008
John O'Dwyer,355,M-O,134,120+,210,167.5,200,577.5,4,324.93,National Championships 2017,Belfast,2017,john o'dwyer,29/07/2017,13,1009
Fabrizio Marini,252,M-O,91.4,93,205,125,242.5,572.5,10,362.67,National Championships 2017,Belfast,2017,fabrizio marini,29/07/2017,13,1010
Jack Brady,301,M-O,73.6,74,202.5,127.5,237.5,567.5,1,409.79,National Championships 2017,Belfast,2017,jack brady,29/07/2017,13,1011
David McQuillan,197,M-O,65.8,66,200,130,232.5,562.5,1,442.78,National Championships 2017,Belfast,2017,david mcquillan,29/07/2017,13,1012
Deividas Barisas,206,M-O,73.4,74,200,120,235,555,2,401.54,National Championships 2017,Belfast,2017,deividas barisas,29/07/2017,13,1013
Conor Devilly,145,M-O,72.4,74,190,125,232.5,547.5,3,400.07,National Championships 2017,Belfast,2017,conor devilly,29/07/2017,13,1014
Danny Lennon,174,M-O,74,74,185,120,227.5,532.5,4,383.03,National Championships 2017,Belfast,2017,danny lennon,29/07/2017,13,1015
Noel Whelan,498,M-O,65.2,66,195,126,210,531,2,421.17,National Championships 2017,Belfast,2017,noel whelan,29/07/2017,13,1016
Sean Ferran,583,M-O,70.6,74,200,117.5,207.5,525,5,390.88,National Championships 2017,Belfast,2017,sean ferran,29/07/2017,13,1017
Daniel McAuley,168,M-O,70.6,74,185,125,212.5,522.5,6,389.02,National Championships 2017,Belfast,2017,daniel mcauley,29/07/2017,13,1018
John Donovan,351,M-O,74,74,175,115,222.5,512.5,7,368.65,National Championships 2017,Belfast,2017,john donovan,29/07/2017,13,1019
Dylan Potter,218,M-O,65.6,66,165,120,182.5,467.5,3,368.92,National Championships 2017,Belfast,2017,dylan potter,29/07/2017,13,1020
Paul McLaren,515,M-O,65.2,66,150,85,218,453,4,359.3,National Championships 2017,Belfast,2017,paul mclaren,29/07/2017,13,1021
Ciaran Murray,118,M-O,62.2,66,160,85,185,430,5,355.1,National Championships 2017,Belfast,2017,ciaran murray,29/07/2017,13,1022
Bronagh McPeake,80,F-O,62.4,63,160,82.5,185,427.5,1,462.46,National Championships 2017,Belfast,2017,bronagh mcpeake,29/07/2017,13,1023
Louise Millar,426,F-O,71,72,165.5,95,165,425.5,1,419.22,National Championships 2017,Belfast,2017,louise millar,29/07/2017,13,1024
Leslie Hoare,408,F-O,83.2,84,145,87.5,183,415.5,1,372.31,National Championships 2017,Belfast,2017,leslie hoare,29/07/2017,13,1025
Shannon Pollock,598,F-O,71.6,72,160,77.5,172.5,410,2,401.67,National Championships 2017,Belfast,2017,shannon pollock,29/07/2017,13,1026
Louise Kenna,425,F-O,71.8,72,152.5,82.5,172.5,407.5,3,398.47,National Championships 2017,Belfast,2017,louise kenna,29/07/2017,13,1027
Stephanie Gleeson,615,F-O,70.8,72,147.5,90,167.5,405,4,399.79,National Championships 2017,Belfast,2017,stephanie gleeson,29/07/2017,13,1028
Lauren Rooney,402,F-O,118.6,84+,160,85,160,405,1,324.54,National Championships 2017,Belfast,2017,lauren rooney,29/07/2017,13,1029
Teanna Watts,640,F-O,80.4,84,152.5,75,165,392.5,2,358.15,National Championships 2017,Belfast,2017,teanna watts,29/07/2017,13,1030
Aisling Judge,18,F-O,78.2,84,140,70,180,390,3,361.51,National Championships 2017,Belfast,2017,aisling judge,29/07/2017,13,1031
Karen Barry,365,F-O,71,72,150.5,80,150,380.5,5,374.89,National Championships 2017,Belfast,2017,karen barry,29/07/2017,13,1032
Helen Twomey,290,F-O,75.6,84,125,72.5,180,377.5,4,357.09,National Championships 2017,Belfast,2017,helen twomey,29/07/2017,13,1033
Gabrielle Ervine,261,F-G,64.8,72,135,85,155,375,G,394.31,National Championships 2017,Belfast,2017,gabrielle ervine,29/07/2017,13,1034
Aoife O'Leary,56,F-O,83.2,84,145,50,175,370,5,331.54,National Championships 2017,Belfast,2017,aoife o'leary,29/07/2017,13,1035
Clare Patterson,129,F-O,71,72,135,100.5,132.5,368,6,362.57,National Championships 2017,Belfast,2017,clare patterson,29/07/2017,13,1036
Hazel Hu,288,F-O,51,52,130,75,160,365,1,461.87,National Championships 2017,Belfast,2017,hazel hu,29/07/2017,13,1037
Alison O'Reilly,31,F-O,76.2,84,140,77.5,147.5,365,6,343.6,National Championships 2017,Belfast,2017,alison o'reilly,29/07/2017,13,1038
Donna Cassley,211,F-O,99,84+,140,62.5,162.5,365,2,304.81,National Championships 2017,Belfast,2017,donna cassley,29/07/2017,13,1039
Sarah Doyle,566,F-O,82.2,84,142.5,57.5,162.5,362.5,7,326.86,National Championships 2017,Belfast,2017,sarah doyle,29/07/2017,13,1040
Ava Horrigan,63,F-O,68.2,72,125,62.5,170,357.5,7,362.2,National Championships 2017,Belfast,2017,ava horrigan,29/07/2017,13,1041
Anna Hourihane,52,F-O,51.4,52,125,77.5,150,352.5,2,443.39,National Championships 2017,Belfast,2017,anna hourihane,29/07/2017,13,1042
Emma Kiely,235,F-O,81.4,84,130,57.5,165,352.5,8,319.5,National Championships 2017,Belfast,2017,emma kiely,29/07/2017,13,1043
Sarah Gardiner,568,F-O,96.6,84+,130,70,145,345,3,290.35,National Championships 2017,Belfast,2017,sarah gardiner,29/07/2017,13,1044
Susan McDonald,630,F-O,100,84+,115,83,140,338,4,281.41,National Championships 2017,Belfast,2017,susan mcdonald,29/07/2017,13,1045
Alexandra Kapka,28,F-O,70.6,72,120,67.5,150,337.5,8,333.8,National Championships 2017,Belfast,2017,alexandra kapka,29/07/2017,13,1046
Linh Nguyen,416,F-O,60.8,63,135,62.5,137.5,335,2,369.68,National Championships 2017,Belfast,2017,linh nguyen,29/07/2017,13,1047
Nicole Craig,494,F-O,83.2,84,110,62.5,162.5,335,9,300.18,National Championships 2017,Belfast,2017,nicole craig,29/07/2017,13,1048
Fiona Walshe,258,F-O,71.4,72,117.5,60,147.5,325,9,318.99,National Championships 2017,Belfast,2017,fiona walshe,29/07/2017,13,1049
Chloe-Jade McDonald,97,F-O,54.8,57,115,57.5,150.5,323,1,386.55,National Championships 2017,Belfast,2017,chloe-jade mcdonald,29/07/2017,13,1050
Laura Walsh,400,F-O,52.6,57,115,64,130,309,2,381.8,National Championships 2017,Belfast,2017,laura walsh,29/07/2017,13,1051
Aeilish McGovern,10,F-O,56.8,57,110,55,142.5,307.5,3,357.81,National Championships 2017,Belfast,2017,aeilish mcgovern,29/07/2017,13,1052
Sarah Flynn,567,F-O,55,57,110,50,145,305,4,363.97,National Championships 2017,Belfast,2017,sarah flynn,29/07/2017,13,1053
Laura Hanley,397,F-O,62.8,63,110,55,140,305,3,328.35,National Championships 2017,Belfast,2017,laura hanley,29/07/2017,13,1054
Danielle Gault,172,F-O,71.4,72,105,62.5,132.5,300,10,294.46,National Championships 2017,Belfast,2017,danielle gault,29/07/2017,13,1055
Wendy Coalter,663,F-O,57,57,110,50,130,290,5,336.51,National Championships 2017,Belfast,2017,wendy coalter,29/07/2017,13,1056
Sarah Scallan,572,F-O,56.6,57,95,62.5,130,287.5,6,335.46,National Championships 2017,Belfast,2017,sarah scallan,29/07/2017,13,1057
Amy Hanley,35,F-O,56.8,57,100,52.5,120,272.5,7,317.08,National Championships 2017,Belfast,2017,amy hanley,29/07/2017,13,1058
Jen Dela Cruz,333,F-O,51,52,95,55,120,270,3,341.66,National Championships 2017,Belfast,2017,jen dela cruz,29/07/2017,13,1059
David Keane,195,M-O,49.8,59,92.5,47.5,115,255,1,262.05,National Championships 2017,Belfast,2017,david keane,29/07/2017,13,1060
Caroline Cunniffe,89,F-O,56.6,57,77.5,45,107.5,230,8,268.37,National Championships 2017,Belfast,2017,caroline cunniffe,29/07/2017,13,1061
Steven Keane,627,M-O,46,59,75,40,102.5,217.5,2,244.41,National Championships 2017,Belfast,2017,steven keane,29/07/2017,13,1062
Jonathan Akagha,356,M-O,82.8,83,0,120,270,0,DQ,0,National Championships 2017,Belfast,2017,jonathan akagha,29/07/2017,13,1063
Fionn Hanratty,259,M-O,92.5,93,260,175,280,715,1,450.31,September Open 2017,Dublin,2017,fionn hanratty,02/09/2017,21,1064
Derrie Sutton,208,M-O,102.1,105,230,150,275,655,1,395.42,September Open 2017,Dublin,2017,derrie sutton,02/09/2017,21,1065
Damian Nam,163,M-O,81.9,83,242.5,145,250,637.5,1,428.95,September Open 2017,Dublin,2017,damian nam,02/09/2017,21,1066
Cameron Higgs,84,M-O,99.3,105,250,145,222.5,617.5,2,376.87,September Open 2017,Dublin,2017,cameron higgs,02/09/2017,21,1067
Daniel McHugh,169,M-O,101.9,105,220,142.5,250,612.5,3,370.03,September Open 2017,Dublin,2017,daniel mchugh,02/09/2017,21,1068
Darren Friel,184,M-O,98.7,105,180,110,260,550,4,336.51,September Open 2017,Dublin,2017,darren friel,02/09/2017,21,1069
Benny Gilligan,70,M-O,81.1,83,190,122.5,230,542.5,2,367.22,September Open 2017,Dublin,2017,benny gilligan,02/09/2017,21,1070
Simon O'Neill,607,M-O,81.7,83,190,120,215,525,3,353.78,September Open 2017,Dublin,2017,simon o'neill,02/09/2017,21,1071
Alexander Wilson-Flynn,27,M-O,92.9,93,205,115,195,515,2,323.68,September Open 2017,Dublin,2017,alexander wilson-flynn,02/09/2017,21,1072
Thomas Donoghue,643,M-O,73,74,175,120,215,510,1,370.44,September Open 2017,Dublin,2017,thomas donoghue,02/09/2017,21,1073
Adam Glennon,5,M-O,112.9,120,195,107.5,190,492.5,1,287.62,September Open 2017,Dublin,2017,adam glennon,02/09/2017,21,1074
Karoly Boviz,373,M-O,81.5,83,160,110,200,470,4,317.19,September Open 2017,Dublin,2017,karoly boviz,02/09/2017,21,1075
Michael Moran,469,M-G,83.3,83,160,90,210,460,G,306.4,September Open 2017,Dublin,2017,michael moran,02/09/2017,21,1076
Matthew Walsh,460,M-O,71.2,74,165,97.5,195,457.5,2,338.47,September Open 2017,Dublin,2017,matthew walsh,02/09/2017,21,1077
Callum McCormack,82,M-O,77.2,83,170,90,182.5,442.5,5,309.16,September Open 2017,Dublin,2017,callum mccormack,02/09/2017,21,1078
John Abbey,350,M-O,82.1,83,147.5,97.5,180,425,6,285.54,September Open 2017,Dublin,2017,john abbey,02/09/2017,21,1079
James Lynch,313,M-O,86.1,93,155,95,170,420,3,274.51,September Open 2017,Dublin,2017,james lynch,02/09/2017,21,1080
Caolan McGlade,86,M-O,58.7,59,137.5,87.5,137.5,362.5,1,315.48,September Open 2017,Dublin,2017,caolan mcglade,02/09/2017,21,1081
Stuart Brown,628,M-O,73.1,74,122.5,72.5,165,360,3,261.23,September Open 2017,Dublin,2017,stuart brown,02/09/2017,21,1082
Trevor Walshe,656,M-O,81.3,83,110,95,150,355,7,239.94,September Open 2017,Dublin,2017,trevor walshe,02/09/2017,21,1083
Maeve Cummins,434,F-O,70.2,72,110,57.5,170,337.5,1,335.1,September Open 2017,Dublin,2017,maeve cummins,02/09/2017,21,1084
Grace Kelly,280,F-O,60.8,63,110,60,155,325,1,358.65,September Open 2017,Dublin,2017,grace kelly,02/09/2017,21,1085
Fidelma Gilligan,256,F-O,80.1,84,107.5,70,140,317.5,1,290.31,September Open 2017,Dublin,2017,fidelma gilligan,02/09/2017,21,1086
Edel Larkin,220,F-O,80.9,84,120,55,140,315,2,286.46,September Open 2017,Dublin,2017,edel larkin,02/09/2017,21,1087
Eleanor McShortall,227,F-O,70.7,72,117.5,65,130,312.5,2,308.78,September Open 2017,Dublin,2017,eleanor mcshortall,02/09/2017,21,1088
Emily Walsh,233,F-O,53.9,57,112.5,55,130,297.5,1,360.67,September Open 2017,Dublin,2017,emily walsh,02/09/2017,21,1089
Joanne Gibbons,345,F-O,68.5,72,105,55,130,290,3,292.9,September Open 2017,Dublin,2017,joanne gibbons,02/09/2017,21,1090
Michael Whelan,472,M-O,137,120+,75,77.5,127.5,280,1,156.98,September Open 2017,Dublin,2017,michael whelan,02/09/2017,21,1091
Catherine Higgs,93,F-O,112,84+,105,55,117.5,277.5,1,224.79,September Open 2017,Dublin,2017,catherine higgs,02/09/2017,21,1092
Carol Lennon,88,F-O,62.3,63,105,45,122.5,272.5,2,295.15,September Open 2017,Dublin,2017,carol lennon,02/09/2017,21,1093
Zita Maria McCabe,671,F-O,62.3,63,95,47.5,125,267.5,3,289.73,September Open 2017,Dublin,2017,zita maria mccabe,02/09/2017,21,1094
April Dardis,59,F-O,56.7,57,95,52.5,100,247.5,2,288.39,September Open 2017,Dublin,2017,april dardis,02/09/2017,21,1095
Kotchaphan Mai-On,393,F-O,47,47,75,52.5,102.5,230,1,309.33,September Open 2017,Dublin,2017,kotchaphan mai-on,02/09/2017,21,1096
Martina Hanniffy,454,F-O,54.4,57,85,37.5,100,222.5,3,267.81,September Open 2017,Dublin,2017,martina hanniffy,02/09/2017,21,1097
Craig Moore,161,M-O,102.3,105,165,0,180,0,DQ,0,September Open 2017,Dublin,2017,craig moore,02/09/2017,21,1098
Rachel Curley,531,F-O,109.1,84+,0,50,120,0,DQ,0,September Open 2017,Dublin,2017,rachel curley,02/09/2017,21,1099
Screamer Manuel,576,M-G,116.2,120,272.5,187.5,300,760,G,440.4,October Open 2017,Limerick,2017,screamer manuel,07/10/2017,17,1100
William Clarke,667,M-O,81.8,83,250,165,260,675,1,454.52,October Open 2017,Limerick,2017,william clarke,07/10/2017,17,1101
Donal O'Brien,210,M-O,111.8,120,260,160,252.5,672.5,1,393.85,October Open 2017,Limerick,2017,donal o'brien,07/10/2017,17,1102
Shane Corbett,592,M-O,89.2,93,232.5,142.5,267.5,642.5,1,412.05,October Open 2017,Limerick,2017,shane corbett,07/10/2017,17,1103
David Duncan,191,M-O,97.6,105,220,155,260,635,1,390.34,October Open 2017,Limerick,2017,david duncan,07/10/2017,17,1104
Gavin Denihan,270,M-O,95.6,105,232.5,140,260,632.5,2,392.32,October Open 2017,Limerick,2017,gavin denihan,07/10/2017,17,1105
